CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Exited
789,79,9,126490.1076667055,1,1,1,153749.37541642706,1,0,0
655,55,4,217055.04548222045,1,0,1,90693.87266995461,0,1,1
325,84,0,140127.1328187429,3,0,0,69235.9767747999,1,0,0
741,68,3,1179.8054868562647,4,1,0,153379.87970718887,1,0,0
443,81,9,233921.74182801534,1,1,1,95743.92506231296,1,0,0
411,54,0,38627.19115733728,1,1,1,67323.3212948207,1,0,0
596,58,10,117144.23794002042,1,1,0,131788.63558299316,0,1,0
610,68,10,123935.3255006684,4,0,0,59069.74703476666,1,0,0
336,63,8,12281.4311593256,4,0,1,62207.383639860935,1,0,0
511,74,1,13798.30021420368,4,0,0,72163.16004754408,1,0,1
463,70,6,198263.47045562376,2,1,0,81319.89539857728,0,1,0
511,28,2,78117.20541318067,4,1,0,105774.26347024244,1,0,0
532,77,1,106503.32322236987,4,0,0,96987.00689205447,1,0,1
716,56,3,146669.25402096234,4,0,0,126685.002525902,1,0,0
629,28,6,97080.38718230886,3,0,0,123232.21173706723,1,0,0
611,35,6,201509.73090123045,3,0,0,35922.82171209209,1,0,0
698,84,8,229960.80994098357,1,0,0,47407.5656007559,0,1,1
690,43,2,15526.649871163141,3,1,0,57974.94980173869,1,0,0
342,85,6,165204.87981519828,2,0,0,107696.29293824974,0,1,0
673,55,5,82591.60193885858,2,1,1,146384.3656165772,1,0,0
391,49,9,151651.57238836604,1,1,0,72237.85980503361,0,1,0
540,45,6,125815.90271439758,1,1,1,155286.73080415174,1,0,1
681,49,6,86756.41546319338,2,0,0,52471.87255800697,1,0,0
300,68,9,24652.068045967037,2,1,1,150215.20719719646,1,0,0
551,39,4,145454.37699075337,2,0,1,134130.28291276778,0,1,0
439,46,8,29326.0672709629,1,0,0,80574.34271882253,1,0,0
385,52,6,40591.222925940725,2,1,1,56820.57818489222,0,1,0
653,77,6,255365.5662820366,1,0,0,80868.07428720864,0,1,1
590,86,2,82343.3494902405,2,1,0,57786.02405214754,0,1,0
567,32,0,151953.40930158243,2,0,0,102949.7252391964,1,0,0
612,86,4,70780.30492495664,3,0,1,104726.43901434456,1,0,0
631,61,7,225032.4540375982,2,1,0,129864.61057397288,1,0,0
482,66,4,73668.44962707114,1,1,0,98622.45827206843,1,0,0
593,86,9,95390.13942574711,2,0,1,74869.00977938884,0,1,0
798,37,2,158180.77023060858,4,1,0,148507.8650002103,1,0,0
778,74,8,226196.5439875925,3,1,0,40139.81334198342,0,1,0
432,84,1,212215.68017806349,2,0,1,135141.6197439853,0,1,0
300,34,2,68603.57024481046,2,1,0,83244.70035989216,0,1,0
646,87,3,215684.2889488389,4,1,0,53542.927434709054,1,0,0
743,64,9,182310.7820016504,4,0,0,45646.24491089217,1,0,0
582,74,0,257355.40750686417,4,1,0,58699.37316938288,0,1,1
376,79,10,243216.3936764254,4,0,0,45854.2574791019,1,0,0
300,87,3,138615.5477317981,4,1,0,89660.97479498608,1,0,1
417,79,3,194981.4409900607,4,0,0,75459.65586668535,0,1,0
300,42,8,148246.72251667938,2,1,0,76356.57582218852,1,0,0
581,69,7,154698.8149498928,1,0,0,50392.878089416656,1,0,1
705,51,1,26390.215794222477,2,0,1,115766.53207275244,1,0,0
358,53,6,583.8842041903681,2,0,0,109013.62756708852,1,0,0
517,88,5,12528.45736347069,2,1,0,157697.2359560443,1,0,0
694,53,6,251323.9736525503,3,0,0,51793.75111026791,0,1,0
489,73,10,32829.73925997719,1,0,0,138422.00679185556,1,0,0
550,53,3,11541.323085548376,1,1,0,34403.30993411277,1,0,0
352,85,4,80507.4945238629,3,0,0,39531.484603032884,0,1,1
499,37,5,152926.78438817736,1,0,0,114246.71433746164,1,0,1
702,44,8,246599.76751876253,3,0,0,82841.0549904622,1,0,0
769,80,1,181970.77042338662,2,0,0,59965.141154674304,0,1,0
402,41,10,71851.77191404338,1,1,0,30358.34642968061,1,0,0
423,29,8,244155.0847416586,2,1,0,116208.97103331468,1,0,0
592,75,9,9370.679568952219,4,1,1,87310.31419189143,0,1,0
680,40,0,254554.04188936608,2,0,1,52202.339321440624,0,1,0
573,54,3,15246.582214876744,1,1,0,156389.11338555452,0,1,0
669,36,4,196000.99299486313,2,0,0,75609.4317228848,1,0,1
734,34,8,11777.360185097761,2,0,0,69397.76110018845,1,0,0
661,75,5,242205.97501581188,3,1,1,96340.84846443494,1,0,0
333,37,3,28253.133150096175,1,0,1,66036.87983393176,0,1,0
362,83,1,13124.543387055124,2,0,1,65459.07588561563,0,1,0
581,81,4,231208.94025448637,3,1,0,155617.26161209893,0,1,0
627,36,7,24906.409818582502,1,1,0,63949.190833350265,1,0,1
300,49,7,207462.1356028217,4,0,0,108710.68832560028,1,0,0
354,50,5,194229.00651856206,2,0,0,34868.06801070816,1,0,1
451,34,10,155708.29000697524,2,0,1,50065.40221792176,0,1,0
699,75,0,98270.30725701971,2,0,0,32870.42668923085,1,0,0
515,36,7,238050.94290457718,2,1,1,99481.97178151959,1,0,0
459,54,3,226481.12652571235,2,1,0,93908.85288798151,0,1,1
367,51,1,110824.24884868816,4,0,1,73019.92687970243,1,0,0
626,56,0,60248.48864180853,4,1,0,121036.57787812772,0,1,0
789,44,6,70868.63404878778,1,0,0,111353.30500000132,0,1,1
333,47,1,57284.13011426402,1,1,1,108044.4239527354,0,1,0
703,34,3,140725.5103177415,3,1,0,73713.55483854056,1,0,0
763,70,3,225820.0954282774,3,0,0,72528.94459539188,1,0,1
636,67,9,201139.1114715243,3,1,1,143548.2898714604,0,1,0
599,34,0,206832.71958581416,4,0,0,100715.41959105233,0,1,0
545,55,1,116555.0078419078,1,1,1,65390.44471611122,1,0,0
507,46,0,83835.65626757883,1,1,1,100618.69629730796,1,0,0
330,47,5,196912.5003833137,4,0,0,64680.20664399834,1,0,0
517,71,2,206257.55172216677,1,1,1,54088.87512082736,0,1,0
668,66,0,180791.9636849835,2,1,0,66682.9322979875,0,1,0
484,67,7,8347.851860989795,1,0,1,111756.0231593147,0,1,0
560,34,3,153318.0188978058,1,1,0,97058.94400019576,0,1,0
606,33,9,90231.91560445,2,1,1,51385.04691503131,1,0,0
462,52,6,51010.11474690754,3,0,1,148028.66687636246,1,0,0
300,68,9,180542.76846899764,3,0,0,94778.49325694365,1,0,0
376,86,1,69816.79527838023,3,1,0,133184.28196749924,1,0,1
472,40,5,237338.70132852253,4,1,0,72989.49555345008,0,1,1
528,66,5,77500.55917843067,2,0,1,154482.72197532404,0,1,0
657,67,6,144346.95590734732,2,0,1,127772.10270230884,1,0,0
754,49,0,215218.16254942474,4,1,0,89085.89318372565,0,1,0
543,76,0,104550.76788711965,2,1,0,147298.06822714504,0,1,0
526,44,1,215451.06940266702,1,0,0,123270.6424780373,0,1,1
687,75,10,188161.06334185225,3,1,0,85968.66518119682,0,1,0
356,49,1,239425.14780162016,2,1,0,156637.89058599324,0,1,1
669,61,4,84716.986273339,2,0,0,68810.6340084631,1,0,0
678,89,0,27307.29684283439,3,1,1,63354.19776279313,1,0,0
624,35,10,111890.86946191115,4,1,0,146305.3069952607,0,1,1
322,76,1,204311.50198917591,3,0,0,121958.33928987203,0,1,1
300,72,5,117113.12948141433,4,1,1,74916.27563721649,1,0,0
437,45,2,68116.86185019837,4,1,1,60134.31125884901,0,1,0
613,51,3,7176.826168983844,1,0,0,53144.97884777351,0,1,0
700,87,0,81386.18876851512,3,0,0,70754.52811427144,0,1,1
444,81,4,185479.08890241588,2,0,0,46320.197826962125,0,1,0
405,87,3,38379.576618951505,4,1,1,48895.25899273285,1,0,0
421,69,7,88628.63887988191,1,1,0,130961.15929936356,1,0,0
300,29,2,5260.180043329185,3,1,0,38288.827679222784,0,1,1
312,29,9,187656.30083875774,4,1,1,87107.4763777838,0,1,0
300,54,0,228977.59223330556,1,0,1,82649.8486007186,0,1,0
609,41,9,147817.3625988889,2,0,0,154824.83504707698,0,1,0
324,75,4,6726.747532084061,4,0,1,90520.41754902354,1,0,0
367,66,0,56582.581262878615,4,1,1,50911.19746373536,1,0,0
629,80,10,114001.97517668131,2,0,0,41492.610207926424,1,0,1
539,80,4,152771.11734598625,2,1,0,125217.01887295324,1,0,0
689,83,8,129031.84904232252,2,1,1,49205.73786212765,1,0,0
300,39,4,238125.17206693057,4,1,1,151937.8040902673,1,0,0
445,59,1,244045.44226439134,1,0,0,102697.73283696693,0,1,0
670,55,1,27859.640260183045,1,1,1,82220.55631703774,0,1,0
442,82,9,35981.62833390805,2,1,0,118963.2477200729,1,0,0
397,55,8,93094.2771804235,1,0,0,55860.64988886015,0,1,1
451,73,4,109521.06929415459,2,0,0,79693.47725176092,1,0,1
693,52,10,152377.34009189266,2,1,1,34343.80049703785,1,0,0
668,31,7,201021.53494479074,3,1,0,144098.1616241601,1,0,0
676,53,9,35299.603446053065,1,1,1,85283.4195029524,0,1,0
728,63,3,208686.32098016053,4,0,0,128647.27501495653,1,0,1
724,77,1,158607.36150358163,3,0,0,149191.12408740917,0,1,0
375,30,3,255029.95980670047,2,0,1,114863.10814308154,1,0,0
644,28,10,169303.5963014584,3,0,0,78847.07108038879,0,1,0
574,44,3,186183.7912325866,2,0,0,110538.70288980762,1,0,0
641,34,10,50754.30526456408,2,1,1,76843.03622125194,1,0,0
689,89,8,199904.10839334942,2,1,1,103750.8164352817,1,0,0
453,75,9,20609.206197625157,1,1,0,86181.49208306146,1,0,1
735,89,10,170697.9134089284,2,1,0,49482.89479984615,1,0,0
300,32,5,14448.956300662356,2,0,1,131413.14916160045,1,0,0
637,46,9,29958.713540495166,1,0,0,94534.4773128414,1,0,0
683,66,5,28045.23132231361,1,1,0,54718.54504447601,0,1,0
625,73,4,13645.85685386464,2,1,0,145937.85751253297,1,0,0
593,61,5,83496.11840593306,1,0,0,140918.4340877349,1,0,0
692,62,0,258531.63905465938,4,1,1,102647.39949120392,1,0,0
324,76,4,90538.59579999943,4,1,1,156141.42799992126,0,1,0
404,43,5,197801.73746802297,2,0,0,150532.13478719542,1,0,0
679,67,7,34402.42412284614,3,1,0,146610.75892866933,0,1,1
612,77,3,118167.68086901825,1,0,1,47327.93086060308,0,1,0
697,74,4,48130.11724687197,3,1,0,68301.843400435,1,0,0
483,66,3,49945.264224233055,4,1,1,83324.72799027729,0,1,0
511,54,6,25919.409509249876,2,1,1,138148.20531682842,0,1,0
374,68,9,112331.47978726236,4,0,0,143260.64902189517,1,0,0
494,65,5,19639.079394654047,1,0,0,127693.07551076604,0,1,0
791,77,3,236550.95265247187,1,0,0,91411.90763281583,0,1,0
734,77,5,116454.08360870813,2,0,0,51047.149611795125,0,1,1
371,52,3,218027.19677384914,1,0,0,34575.505276319265,1,0,1
374,53,7,254660.7569234332,1,0,1,120909.30616827834,1,0,1
798,83,10,176222.5864932623,1,1,0,159240.02982964698,1,0,0
419,41,2,234392.79685488506,3,1,1,74911.37550538122,0,1,0
373,41,7,35195.555330780626,2,1,0,103935.14736277892,0,1,0
300,41,1,215798.34792423333,2,1,1,135375.64272784872,0,1,0
336,52,5,70516.50663459374,2,0,0,54242.60790127059,1,0,0
450,63,7,122875.49009896183,1,1,0,137842.41122975235,1,0,0
618,31,0,168111.4887645264,1,0,0,111294.60449841652,0,1,0
326,74,5,234921.33405915563,1,1,0,104080.28015982792,0,1,1
308,42,8,236858.38824173293,2,1,1,129096.6188132682,0,1,0
680,59,9,23946.618056879703,3,0,0,61323.3104290842,1,0,0
749,45,9,94784.42709347518,4,0,1,109921.45252164287,1,0,0
358,41,1,206225.55373789635,2,1,0,61248.91295223129,1,0,0
527,85,10,182820.7912003786,2,0,0,53339.603046671145,1,0,0
317,28,0,6851.635705415282,3,0,1,111036.10289752224,1,0,0
318,69,1,116971.24531480695,4,1,0,65006.54320445866,0,1,0
414,88,4,215605.8047321406,4,0,0,122869.29251349405,0,1,0
738,47,5,191797.95370678094,1,0,0,96883.10712390851,1,0,1
554,37,0,107080.9460064039,4,0,0,120343.98916647144,1,0,0
614,37,6,191141.89181015643,1,1,0,145910.45064977522,1,0,1
628,86,10,143314.78437551772,2,0,1,47971.985785151126,1,0,0
592,51,3,237283.53949775448,3,0,0,38676.02422540269,1,0,0
603,61,8,152653.0653441414,2,0,0,81989.19891535319,1,0,0
665,88,5,104190.88648653572,4,1,0,123171.99730368884,1,0,1
358,55,8,224359.36238774093,2,1,1,145199.69315979967,1,0,0
746,54,0,12965.898999726634,3,1,1,34523.272614436355,0,1,0
590,67,3,234132.76734574395,3,0,0,133084.56028782786,1,0,0
632,28,1,181050.1717694242,1,1,0,39804.22607847913,1,0,0
782,60,5,244557.52371026028,2,0,0,105474.83784222248,0,1,0
549,31,3,65131.26597300918,3,1,0,74733.3719001558,1,0,0
388,34,8,180679.55480636394,3,1,0,32295.04473572749,1,0,0
608,36,2,210460.4493955586,3,0,0,42622.14777327161,0,1,0
748,43,0,182546.67074432794,3,0,0,75984.40783286253,1,0,0
634,32,10,54686.762595208915,4,0,1,153987.94350200205,0,1,0
529,61,10,71653.28769893934,2,0,0,50128.16881125595,1,0,0
732,87,0,147353.01059769516,2,0,0,65357.01776037888,1,0,0
360,50,8,116155.15669960008,2,0,0,159237.29971176636,0,1,1
388,70,8,191130.46898829733,4,0,1,92480.66225947948,0,1,0
684,77,4,98455.93978124332,4,1,0,64091.86386814524,1,0,1
758,52,1,223464.93568352784,3,1,0,110072.13103660857,0,1,0
522,84,8,112299.30530955507,4,1,1,86684.19480161388,0,1,0
348,78,7,10410.732985846025,1,0,0,141580.05643825204,1,0,1
353,40,10,4514.659730085884,4,1,0,31037.2886377854,0,1,0
463,51,9,168153.07238198243,3,0,0,159580.95913115982,0,1,0
414,38,9,140543.8107532747,2,1,0,38620.61737747588,1,0,0
769,79,5,141113.6072726351,4,1,1,99826.0792304436,1,0,0
533,78,6,205402.34416739584,2,0,1,120661.99869114932,1,0,0
766,44,5,97687.26100632708,2,1,0,101477.92609698328,1,0,0
413,64,4,258816.219374696,1,1,1,69100.58868569875,0,1,1
313,40,3,245837.8261585616,1,1,0,141206.25999415078,0,1,0
340,89,6,3370.059461034425,4,1,0,85954.993997541,0,1,1
366,54,3,232893.11973167662,2,1,1,69091.17447775278,1,0,0
516,47,9,176942.90909622787,3,0,0,129883.38114168098,1,0,0
389,60,9,130543.48757216908,2,0,0,48961.26283927079,1,0,0
495,69,9,151514.34326445105,2,1,0,56651.176321130384,1,0,0
644,59,8,218882.91444872355,1,0,1,62860.06957682505,1,0,0
736,35,4,247269.72193898624,1,0,1,86534.52707714535,0,1,1
725,83,7,145686.74243147502,1,1,0,32643.71990460524,1,0,1
766,56,5,47135.776269033384,1,0,0,158930.83477410104,0,1,0
433,67,3,166336.0357937889,4,0,1,108019.62387374294,0,1,0
300,46,2,19816.931781030973,4,0,0,156193.5272273963,1,0,1
773,33,10,165136.07157706562,2,1,1,134968.9244513365,1,0,0
778,71,5,210239.06865698713,4,1,0,47460.2995414562,1,0,1
396,87,0,91866.1734863306,3,1,0,57178.84716390279,1,0,0
553,66,1,18507.95030634516,2,1,0,34478.40623361164,0,1,1
477,75,6,179978.79338735563,2,1,0,138392.76206983713,1,0,0
351,68,3,88225.47504383058,3,1,1,107149.4898323226,1,0,0
666,48,4,64765.12948894342,2,1,1,57958.45653114616,0,1,0
465,84,10,179187.25732524294,3,0,0,156111.02395881707,1,0,0
656,49,9,252092.48191628666,1,1,1,125776.0667378838,1,0,0
648,69,0,193783.81813069177,1,0,0,121717.44730608516,1,0,0
748,37,1,127751.01054543763,1,1,0,64709.20647704888,1,0,0
714,37,3,156132.78783027854,3,1,1,70738.57197288459,1,0,0
331,79,7,36992.5162583051,4,1,0,116837.24941309304,1,0,0
614,56,9,211435.45427753005,4,1,0,107161.7142918554,0,1,1
412,43,3,157116.70275896892,2,0,0,114146.86060757512,0,1,0
300,28,2,251115.90347948446,1,1,0,144246.96167901024,0,1,0
760,44,2,254665.67575538647,1,0,0,50852.12001211121,0,1,0
578,57,4,92192.5400345048,2,0,1,45123.34425294894,1,0,0
365,53,2,257021.94323329444,1,0,0,103402.31067038534,1,0,1
586,80,7,248776.71730667347,1,1,1,95020.24642396424,0,1,0
396,88,4,166356.31058933536,3,1,0,82373.085340372,0,1,1
572,73,6,86700.75139938064,2,0,0,147612.65845047694,0,1,1
692,46,10,195868.45739441997,3,1,1,102589.43332268392,1,0,0
300,80,7,70521.68015259532,1,1,1,103742.67860103112,1,0,0
743,48,4,163759.41313539096,1,1,1,77635.81123552567,1,0,0
536,44,7,6391.219587886648,2,0,0,74729.33867998235,1,0,0
363,73,2,163431.52710148515,1,0,1,158388.5778843151,0,1,0
729,67,6,247418.15403072606,4,0,0,110999.45973485825,0,1,0
300,48,7,61137.191103617115,3,0,1,137265.03796536458,0,1,0
598,80,6,202326.66654610215,3,0,0,88169.55992089924,0,1,0
569,68,1,76290.12297805642,4,1,0,54941.05965784027,1,0,0
375,67,7,184040.93466944678,2,0,0,72229.3291103422,1,0,1
526,72,5,181992.81616711663,2,0,1,74996.54472708973,1,0,0
453,76,9,48031.81283952441,1,0,0,103438.62824070604,1,0,0
443,46,2,155253.25670946515,2,0,1,50100.03888093091,0,1,0
796,87,3,223383.92780941995,4,1,0,80312.35575468132,0,1,1
535,34,6,99458.59805428592,2,1,0,43075.032830720025,1,0,0
306,44,2,184672.00735071726,1,0,1,94548.95050532548,1,0,0
552,28,0,175351.8091609821,4,1,1,153165.1754744485,0,1,0
412,64,5,66953.64046815697,1,0,1,74061.37773650279,1,0,0
300,84,2,238847.32554428288,3,0,1,36462.6185555507,1,0,0
619,33,10,146513.141870231,3,0,1,109138.86760399252,1,0,0
513,53,9,92376.09076943628,2,1,1,112514.85705499465,1,0,0
362,29,5,42733.17768263355,4,1,0,92344.06217457925,1,0,0
737,86,9,123099.17162913995,4,0,0,81591.74649126461,1,0,0
576,59,2,189829.49385444203,4,0,0,146046.39807673544,1,0,0
791,84,5,162146.4701404569,1,0,0,151996.83382433988,1,0,1
314,75,10,189033.66548371845,4,1,0,117511.00575088624,0,1,0
541,81,3,205857.79559809985,2,0,1,95159.24668930913,1,0,0
300,32,3,114661.2392872544,3,0,1,38781.20127302417,0,1,0
798,64,9,135243.207846316,2,1,1,69134.95995616593,0,1,0
300,58,9,256469.74901103153,3,0,0,67061.9268054578,1,0,0
798,39,10,251693.36291342505,3,1,0,37571.52450889576,1,0,1
390,62,1,107852.45243730338,2,0,0,139637.202566621,0,1,1
437,57,3,178146.67629368874,3,1,1,142716.1888268795,0,1,0
377,75,10,69573.44636524173,3,0,0,148608.21484826188,0,1,1
450,33,3,39701.36186526859,1,0,0,126435.21037260944,1,0,0
376,42,10,199784.31788217076,2,1,0,122366.8161044204,0,1,1
506,42,6,113406.79204868631,2,0,0,92117.44623268361,0,1,0
796,88,4,46033.72894900494,2,1,0,141461.7318934523,1,0,0
443,43,7,197300.46011534223,3,0,1,96317.49355038867,0,1,0
353,47,6,237944.29354644608,4,1,0,33853.344135764564,1,0,0
784,40,9,242651.1101190116,4,0,0,106038.34820229528,1,0,0
514,71,8,155046.76420028112,3,1,0,80759.48684864884,0,1,0
633,69,7,124706.69353346713,4,1,1,97768.73333692682,1,0,0
509,73,8,36885.31240206946,4,0,0,87291.79250349902,1,0,0
663,58,0,206125.34910658686,3,0,0,94583.76523447226,1,0,0
607,61,9,245784.01954607535,2,1,1,44114.45448634082,1,0,0
324,56,2,231259.70754052314,1,1,0,31889.31623445801,0,1,1
604,30,4,195463.6981537944,2,1,0,74224.36234645592,1,0,0
437,36,8,1187.904273601772,2,0,0,63090.05373556384,1,0,0
539,38,7,106015.2273979086,2,1,0,62507.50292910876,0,1,1
300,38,9,106785.68464247006,1,1,1,151822.37913571732,0,1,0
332,52,6,232535.7405695303,2,1,1,136468.05499534582,0,1,0
372,49,1,17069.186398952566,4,0,0,31738.212065255528,0,1,0
607,69,10,138117.87180930094,1,0,0,31133.497353021663,1,0,0
777,85,5,35394.94502105047,4,0,0,130996.9902397629,0,1,0
315,73,3,172196.4177091528,1,1,0,158031.87549504155,0,1,0
624,36,4,205986.42692632705,4,1,0,90476.8267411015,1,0,0
411,47,4,166909.39511262413,2,0,0,86306.86942604394,0,1,0
629,86,3,206592.13666536275,2,0,0,65857.18826916069,1,0,1
607,48,3,157949.0374102889,2,0,0,116662.38631034296,1,0,1
437,37,3,49358.168723467876,4,0,1,91314.42346549778,0,1,0
571,49,10,99492.51481061742,4,1,0,51777.43212472842,1,0,0
699,56,1,248785.8922112863,3,0,0,92578.70484876158,1,0,0
723,36,0,74925.47732228173,4,0,0,78928.2315280051,0,1,0
300,88,1,16344.219908471001,1,1,1,145674.76870777394,0,1,0
433,32,6,100055.79347284368,2,1,1,130306.25931469344,1,0,0
360,67,0,95239.85089946978,1,0,0,121162.1675123085,1,0,1
757,38,5,122280.29209042863,3,0,0,72530.82900972996,1,0,1
539,28,3,145678.8897411153,3,0,0,48149.99965510397,0,1,0
544,80,1,258030.04929184326,4,0,1,142408.26794093844,1,0,0
700,69,2,196620.82496836444,2,1,0,74557.16023972383,1,0,1
464,28,6,9331.598707004683,1,0,0,107084.35699022636,1,0,1
300,85,5,185305.20533369327,3,0,0,106807.32382927528,1,0,0
480,89,5,214300.2545870572,3,0,0,150646.90061324887,1,0,1
570,81,7,232863.99210994047,1,0,1,52324.07236962441,1,0,0
482,66,7,110241.58675462432,3,1,0,130313.91016164183,1,0,0
686,87,5,81542.64770752088,1,0,0,90136.7750804568,1,0,1
782,73,0,218224.4461080419,2,1,0,52717.76150637403,0,1,1
652,32,9,202180.0064332201,4,0,0,138633.0189486111,1,0,0
302,76,6,139371.0369911147,1,0,1,136618.0837719791,1,0,0
562,49,7,30649.52394793957,2,0,0,35223.71328001942,0,1,0
530,53,4,169457.9481577063,1,1,1,122227.20228262656,1,0,0
300,80,10,17073.56727254729,3,1,0,49957.58520205345,0,1,1
586,33,3,26095.369219443484,2,0,0,109346.8454726836,1,0,0
432,59,6,86096.46212056019,1,1,0,113694.342083414,1,0,0
300,75,10,96505.62918569623,2,1,1,116481.79155640386,0,1,0
793,38,5,120113.25011147285,1,0,0,45612.592118039094,1,0,0
695,37,5,88177.16939687467,1,1,0,107781.0681573334,0,1,0
323,74,2,8784.920412975016,2,1,0,42982.21749003619,1,0,1
300,66,10,40928.07795069074,2,1,0,126922.04433098076,1,0,0
733,82,9,29929.11111632892,2,1,0,38286.80223742337,0,1,0
705,61,3,112107.73562714946,3,1,0,128515.43447641944,0,1,0
409,58,4,55153.52106723278,4,0,0,144854.01253116375,0,1,0
300,39,8,76321.77615269137,1,0,1,68810.41351809676,1,0,1
427,78,7,122607.54047482881,1,0,1,131177.95802407397,1,0,1
661,71,2,61246.08355073728,2,1,0,84277.75721063436,0,1,0
302,43,5,63941.56714037542,1,0,0,133702.7688839069,0,1,1
657,65,9,216617.48612050785,4,1,0,119212.80805627092,0,1,1
300,30,0,142502.58569576888,4,0,1,67588.2665996901,1,0,0
300,29,2,222757.4574107992,1,1,0,55185.37565220847,1,0,1
509,79,9,133776.7379569947,1,1,0,148916.47769709682,0,1,1
454,32,6,236408.7004300636,2,1,1,139067.29218199814,1,0,0
308,38,6,66232.9385881804,4,0,0,115787.26238629204,0,1,1
720,85,1,160334.20869627225,1,1,1,75418.31036548645,1,0,0
715,52,2,130840.26120200848,4,0,1,96359.71985402479,1,0,0
300,62,6,238859.64093763017,1,1,0,102522.33701574845,1,0,1
539,62,5,108804.6902429061,3,1,1,41189.09364717024,1,0,0
603,49,6,222254.19144930757,4,0,0,156390.40254827056,1,0,0
324,64,9,146615.05315752464,3,0,0,41936.49717605878,1,0,0
690,49,8,184221.1674837293,2,1,0,123818.87569571166,1,0,0
490,82,7,230592.20421108464,4,1,1,94064.21527137392,0,1,0
403,38,5,259195.66782324677,1,1,1,128784.23493893088,0,1,0
345,59,3,190096.28524840708,1,0,0,63920.94108146816,0,1,0
543,62,9,81775.70775862352,3,1,0,81364.34623605336,1,0,1
458,58,8,77743.11825594852,4,1,1,98315.18906099019,0,1,0
592,72,6,80366.9944719107,4,1,0,45695.44011485079,0,1,0
337,80,4,25456.163277869546,4,1,1,140738.85808074544,1,0,0
639,35,1,13935.711901506033,2,0,0,158899.87795780814,0,1,1
574,47,8,151019.14784416137,4,0,0,84286.38394296814,1,0,0
406,69,6,210753.01707764002,2,0,0,78986.1351869243,1,0,0
386,61,8,9394.98035199365,1,0,0,107230.480639057,1,0,1
677,31,10,147324.91706967854,3,1,1,119526.92847745004,1,0,0
701,45,8,96657.89151793561,3,1,0,142914.93361253673,1,0,1
390,78,9,232046.15266498082,4,0,0,78475.83043479334,1,0,0
332,31,4,37800.60150903042,3,1,0,129427.54562631068,0,1,0
426,47,6,146492.32130248187,4,1,0,61210.49155664376,1,0,0
447,85,4,252439.38381864608,1,1,1,118458.23818031936,0,1,0
670,36,2,89708.5712809163,1,0,0,90676.87864145961,0,1,0
650,43,9,192861.99693631145,1,0,0,116018.47209121156,1,0,0
720,53,7,229437.30031042223,3,0,0,79374.99263927872,0,1,1
467,65,7,48414.746242649475,4,1,0,68264.11294372444,0,1,1
424,52,8,258057.06686812104,2,1,0,93178.71926555102,0,1,0
300,31,10,210440.53291014786,1,1,1,146363.3529140125,0,1,0
484,68,5,35766.70710926029,1,0,0,117730.7658635849,0,1,0
300,86,1,80830.02213385778,2,0,1,109515.44767395672,0,1,0
350,72,2,162492.20997290933,2,0,0,123582.4791554473,1,0,0
785,68,10,230078.61827714206,3,0,0,124784.51807716208,1,0,0
772,65,9,50657.23587399214,1,1,1,68316.72894699022,0,1,0
701,80,10,190113.45146182878,3,1,1,60255.891789109526,1,0,1
680,46,5,70368.4834366854,1,0,1,96187.1426830785,0,1,0
782,41,0,209408.2771631928,3,0,0,49218.76642584983,0,1,0
542,48,1,177694.92709150867,3,1,0,91716.28327545739,0,1,0
350,42,7,135956.34901383787,2,1,0,120095.88448828152,1,0,0
751,30,10,168965.15022634,4,0,0,30963.32136911661,1,0,1
553,64,7,227875.76383879248,4,0,1,44449.16913319419,1,0,0
789,80,5,100470.72356008577,4,0,0,155079.98347834384,1,0,0
604,77,2,200005.04684056746,1,1,0,150632.45594284794,1,0,1
552,73,1,41315.41306762908,2,1,0,84329.1459553073,1,0,1
745,43,5,182308.2470148944,2,1,0,106704.26608833254,1,0,0
476,41,0,195170.91424264474,2,1,1,50188.01673767275,0,1,0
485,36,9,115179.40115615836,1,1,0,73031.55854016432,0,1,1
704,74,5,206341.74737789013,3,0,0,133081.18321001722,1,0,0
300,34,8,144846.87512824804,3,0,0,141275.65468989388,1,0,0
459,41,6,243431.3433940611,4,0,1,82687.98169880614,0,1,0
646,33,8,29241.273349954776,4,0,0,70436.84982696801,0,1,0
349,48,1,34013.57082894727,1,0,1,118618.6467812233,1,0,1
300,42,10,219031.13493158444,1,1,0,123327.41038398296,1,0,1
777,79,4,219013.93138725153,4,0,0,157894.91366056536,0,1,1
578,35,8,122518.43531414725,3,0,0,120652.74504600116,1,0,0
415,61,6,250630.17456677996,3,0,1,61221.44966667749,1,0,0
708,67,8,176641.22284294284,2,1,0,37797.995724951164,1,0,0
349,28,10,255541.84415813614,4,0,0,63488.67658979653,1,0,0
422,59,5,138422.80275234277,4,1,1,59464.84113257229,1,0,0
411,85,6,52419.46950448405,3,0,1,42068.45660598662,0,1,0
512,76,9,115542.21302757395,2,0,0,87770.38543894474,0,1,1
523,78,4,254926.57890622376,4,1,0,67458.08603867237,1,0,1
300,32,5,96307.62778764595,3,0,0,150261.77378415765,1,0,0
300,57,0,248824.2726150567,3,0,1,82508.26733174745,0,1,0
575,49,0,207225.5503953223,3,1,0,143960.15943502483,1,0,0
398,47,1,114947.64522617933,2,0,1,69875.16784862752,1,0,0
